trip_id,feedback_text,timestamp
T00798,"Smooth ride, arrived on time. Would recommend!",2024-01-17 15:00:00
T00799,"Safe driving, comfortable journey. Thank you!",2024-01-17 15:30:00
T00800,"Smooth ride, arrived on time. Would recommend!",2024-01-17 16:00:00
T00801,"Smooth ride, arrived on time. Would recommend!",2024-01-17 16:30:00
T00802,"Great driver, very professional and courteous.",2024-01-17 17:00:00
T00803,"Excellent service, driver was very helpful.",2024-01-17 17:30:00
T00804,"Safe driving, comfortable journey. Thank you!",2024-01-17 18:00:00
T00805,"Excellent service, driver was very helpful.",2024-01-17 18:30:00
T00806,"Excellent service, driver was very helpful.",2024-01-17 19:00:00
T00807,"Great driver, very professional and courteous.",2024-01-17 19:30:00
T00808,"Excellent service, driver was very helpful.",2024-01-17 20:00:00
T00809,"Excellent service, driver was very helpful.",2024-01-17 20:30:00
T00810,"Safe driving, comfortable journey. Thank you!",2024-01-17 21:00:00
T00811,"Smooth ride, arrived on time. Would recommend!",2024-01-17 21:30:00
T00812,"Safe driving, comfortable journey. Thank you!",2024-01-17 22:00:00
T00813,Driver was quiet but professional.,2024-01-17 22:30:00
T00814,"Safe driving, comfortable journey. Thank you!",2024-01-17 23:00:00
T00815,"Excellent service, driver was very helpful.",2024-01-17 23:30:00
T00816,"Excellent service, driver was very helpful.",2024-01-18 00:00:00
T00817,"Safe driving, comfortable journey. Thank you!",2024-01-18 00:30:00
T00818,"Safe driving, comfortable journey. Thank you!",2024-01-18 01:00:00
T00819,"Excellent service, driver was very helpful.",2024-01-18 01:30:00
T00820,"Smooth ride, arrived on time. Would recommend!",2024-01-18 02:00:00
T00821,"Smooth ride, arrived on time. Would recommend!",2024-01-18 02:30:00
T00822,"Safe driving, comfortable journey. Thank you!",2024-01-18 03:00:00
T00823,"Smooth ride, arrived on time. Would recommend!",2024-01-18 03:30:00
T00824,"Safe driving, comfortable journey. Thank you!",2024-01-18 04:00:00
T00825,"Great driver, very professional and courteous.",2024-01-18 04:30:00
T00826,"Excellent service, driver was very helpful.",2024-01-18 05:00:00
T00827,"Safe driving, comfortable journey. Thank you!",2024-01-18 05:30:00
T00828,"Safe driving, comfortable journey. Thank you!",2024-01-18 06:00:00
T00829,"Safe driving, comfortable journey. Thank you!",2024-01-18 06:30:00
T00830,"Smooth ride, arrived on time. Would recommend!",2024-01-18 07:00:00
T00831,"Safe driving, comfortable journey. Thank you!",2024-01-18 07:30:00
T00832,"Great driver, very professional and courteous.",2024-01-18 08:00:00
T00833,"Smooth ride, arrived on time. Would recommend!",2024-01-18 08:30:00
T00834,"Excellent service, driver was very helpful.",2024-01-18 09:00:00
T00835,"Great driver, very professional and courteous.",2024-01-18 09:30:00
T00836,"Safe driving, comfortable journey. Thank you!",2024-01-18 10:00:00
T00837,"Great driver, very professional and courteous.",2024-01-18 10:30:00
T00838,"Safe driving, comfortable journey. Thank you!",2024-01-18 11:00:00
T00839,"Great driver, very professional and courteous.",2024-01-18 11:30:00
T00840,"Smooth ride, arrived on time. Would recommend!",2024-01-18 12:00:00
T00841,"Safe driving, comfortable journey. Thank you!",2024-01-18 12:30:00
T00842,"Smooth ride, arrived on time. Would recommend!",2024-01-18 13:00:00
T00843,"Great driver, very professional and courteous.",2024-01-18 13:30:00
T00844,"Safe driving, comfortable journey. Thank you!",2024-01-18 14:00:00
T00845,"Excellent service, driver was very helpful.",2024-01-18 14:30:00
T00846,"Excellent service, driver was very helpful.",2024-01-18 15:00:00
T00847,"Safe driving, comfortable journey. Thank you!",2024-01-18 15:30:00
T00848,"Great driver, very professional and courteous.",2024-01-18 16:00:00
T00849,"Excellent service, driver was very helpful.",2024-01-18 16:30:00
T00850,"Safe driving, comfortable journey. Thank you!",2024-01-18 17:00:00
T00851,"Excellent service, driver was very helpful.",2024-01-18 17:30:00
T00852,"Safe driving, comfortable journey. Thank you!",2024-01-18 18:00:00
T00853,"Great driver, very professional and courteous.",2024-01-18 18:30:00
T00854,"Great driver, very professional and courteous.",2024-01-18 19:00:00
T00855,"Smooth ride, arrived on time. Would recommend!",2024-01-18 19:30:00
T00856,"Excellent service, driver was very helpful.",2024-01-18 20:00:00
T00857,"Smooth ride, arrived on time. Would recommend!",2024-01-18 20:30:00
T00858,"Great driver, very professional and courteous.",2024-01-18 21:00:00
T00859,"Safe driving, comfortable journey. Thank you!",2024-01-18 21:30:00
T00860,"Great driver, very professional and courteous.",2024-01-18 22:00:00
T00861,"Great driver, very professional and courteous.",2024-01-18 22:30:00
T00862,"Safe driving, comfortable journey. Thank you!",2024-01-18 23:00:00
T00863,"Smooth ride, arrived on time. Would recommend!",2024-01-18 23:30:00
T00864,"Excellent service, driver was very helpful.",2024-01-19 00:00:00
T00865,"Great driver, very professional and courteous.",2024-01-19 00:30:00
T00866,"Great driver, very professional and courteous.",2024-01-19 01:00:00
T00867,"Excellent service, driver was very helpful.",2024-01-19 01:30:00
T00868,"Great driver, very professional and courteous.",2024-01-19 02:00:00
T00869,"Excellent service, driver was very helpful.",2024-01-19 02:30:00
T00870,"Excellent service, driver was very helpful.",2024-01-19 03:00:00
T00871,"Excellent service, driver was very helpful.",2024-01-19 03:30:00
T00872,"Safe driving, comfortable journey. Thank you!",2024-01-19 04:00:00
T00873,"Smooth ride, arrived on time. Would recommend!",2024-01-19 04:30:00
T00874,"Smooth ride, arrived on time. Would recommend!",2024-01-19 05:00:00
T00875,"Safe driving, comfortable journey. Thank you!",2024-01-19 05:30:00
T00876,"Smooth ride, arrived on time. Would recommend!",2024-01-19 06:00:00
T00877,"Smooth ride, arrived on time. Would recommend!",2024-01-19 06:30:00
T00878,"Smooth ride, arrived on time. Would recommend!",2024-01-19 07:00:00
T00879,"Great driver, very professional and courteous.",2024-01-19 07:30:00
T00880,"Safe driving, comfortable journey. Thank you!",2024-01-19 08:00:00
T00881,Driver was quiet but professional.,2024-01-19 08:30:00
T00882,"Smooth ride, arrived on time. Would recommend!",2024-01-19 09:00:00
T00883,"Safe driving, comfortable journey. Thank you!",2024-01-19 09:30:00
T00884,"Smooth ride, arrived on time. Would recommend!",2024-01-19 10:00:00
T00885,"Smooth ride, arrived on time. Would recommend!",2024-01-19 10:30:00
T00886,"Safe driving, comfortable journey. Thank you!",2024-01-19 11:00:00
T00887,"Excellent service, driver was very helpful.",2024-01-19 11:30:00
T00888,"Safe driving, comfortable journey. Thank you!",2024-01-19 12:00:00
T00889,"Excellent service, driver was very helpful.",2024-01-19 12:30:00
T00890,"Great driver, very professional and courteous.",2024-01-19 13:00:00
T00891,"Safe driving, comfortable journey. Thank you!",2024-01-19 13:30:00
T00892,"Excellent service, driver was very helpful.",2024-01-19 14:00:00
T00893,"Smooth ride, arrived on time. Would recommend!",2024-01-19 14:30:00
T00894,"Great driver, very professional and courteous.",2024-01-19 15:00:00
T00895,"Safe driving, comfortable journey. Thank you!",2024-01-19 15:30:00
T00896,"Excellent service, driver was very helpful.",2024-01-19 16:00:00
T00897,"Excellent service, driver was very helpful.",2024-01-19 16:30:00
T00898,"Safe driving, comfortable journey. Thank you!",2024-01-19 17:00:00
T00899,"Excellent service, driver was very helpful.",2024-01-19 17:30:00
T00900,"Safe driving, comfortable journey. Thank you!",2024-01-19 18:00:00
T00901,"Excellent service, driver was very helpful.",2024-01-19 18:30:00
T00902,"Smooth ride, arrived on time. Would recommend!",2024-01-19 19:00:00
T00903,"Safe driving, comfortable journey. Thank you!",2024-01-19 19:30:00
T00904,"Safe driving, comfortable journey. Thank you!",2024-01-19 20:00:00
T00905,"Great driver, very professional and courteous.",2024-01-19 20:30:00
T00906,"Smooth ride, arrived on time. Would recommend!",2024-01-19 21:00:00
T00907,"Safe driving, comfortable journey. Thank you!",2024-01-19 21:30:00
T00908,"Excellent service, driver was very helpful.",2024-01-19 22:00:00
T00909,"Excellent service, driver was very helpful.",2024-01-19 22:30:00
T00910,"Excellent service, driver was very helpful.",2024-01-19 23:00:00
T00911,"Great driver, very professional and courteous.",2024-01-19 23:30:00
T00912,"Safe driving, comfortable journey. Thank you!",2024-01-20 00:00:00
T00913,"Excellent service, driver was very helpful.",2024-01-20 00:30:00
T00914,"Great driver, very professional and courteous.",2024-01-20 01:00:00
T00915,"Great driver, very professional and courteous.",2024-01-20 01:30:00
T00916,"Safe driving, comfortable journey. Thank you!",2024-01-20 02:00:00
T00917,"Excellent service, driver was very helpful.",2024-01-20 02:30:00
T00918,"Smooth ride, arrived on time. Would recommend!",2024-01-20 03:00:00
T00919,"Excellent service, driver was very helpful.",2024-01-20 03:30:00
T00920,"Smooth ride, arrived on time. Would recommend!",2024-01-20 04:00:00
T00921,"Smooth ride, arrived on time. Would recommend!",2024-01-20 04:30:00
T00922,"Excellent service, driver was very helpful.",2024-01-20 05:00:00
T00923,"Smooth ride, arrived on time. Would recommend!",2024-01-20 05:30:00
T00924,"Great driver, very professional and courteous.",2024-01-20 06:00:00
T00925,"Great driver, very professional and courteous.",2024-01-20 06:30:00
T00926,"Excellent service, driver was very helpful.",2024-01-20 07:00:00
T00927,"Safe driving, comfortable journey. Thank you!",2024-01-20 07:30:00
T00928,"Great driver, very professional and courteous.",2024-01-20 08:00:00
T00929,"Excellent service, driver was very helpful.",2024-01-20 08:30:00
T00930,"Smooth ride, arrived on time. Would recommend!",2024-01-20 09:00:00
T00931,"Great driver, very professional and courteous.",2024-01-20 09:30:00
T00932,"Excellent service, driver was very helpful.",2024-01-20 10:00:00
T00933,"Excellent service, driver was very helpful.",2024-01-20 10:30:00
T00934,"Safe driving, comfortable journey. Thank you!",2024-01-20 11:00:00
T00935,"Smooth ride, arrived on time. Would recommend!",2024-01-20 11:30:00
T00936,"Smooth ride, arrived on time. Would recommend!",2024-01-20 12:00:00
T00937,"Smooth ride, arrived on time. Would recommend!",2024-01-20 12:30:00
T00938,"Excellent service, driver was very helpful.",2024-01-20 13:00:00
T00939,"Excellent service, driver was very helpful.",2024-01-20 13:30:00
T00940,"Smooth ride, arrived on time. Would recommend!",2024-01-20 14:00:00
T00941,"Excellent service, driver was very helpful.",2024-01-20 14:30:00
T00942,"Safe driving, comfortable journey. Thank you!",2024-01-20 15:00:00
T00943,"Excellent service, driver was very helpful.",2024-01-20 15:30:00
T00944,"Excellent service, driver was very helpful.",2024-01-20 16:00:00
T00945,"Great driver, very professional and courteous.",2024-01-20 16:30:00
T00946,"Safe driving, comfortable journey. Thank you!",2024-01-20 17:00:00
T00947,"Great driver, very professional and courteous.",2024-01-20 17:30:00
T00948,"Smooth ride, arrived on time. Would recommend!",2024-01-20 18:00:00
T00949,"Smooth ride, arrived on time. Would recommend!",2024-01-20 18:30:00
T00950,"Safe driving, comfortable journey. Thank you!",2024-01-20 19:00:00
T00951,"Excellent service, driver was very helpful.",2024-01-20 19:30:00
T00952,"Great driver, very professional and courteous.",2024-01-20 20:00:00
T00953,"Safe driving, comfortable journey. Thank you!",2024-01-20 20:30:00
T00954,"Great driver, very professional and courteous.",2024-01-20 21:00:00
T00955,"Excellent service, driver was very helpful.",2024-01-20 21:30:00
T00956,"Great driver, very professional and courteous.",2024-01-20 22:00:00
T00957,"Safe driving, comfortable journey. Thank you!",2024-01-20 22:30:00
T00958,"Excellent service, driver was very helpful.",2024-01-20 23:00:00
T00959,"Excellent service, driver was very helpful.",2024-01-20 23:30:00
T00960,"Safe driving, comfortable journey. Thank you!",2024-01-21 00:00:00
T00961,"Excellent service, driver was very helpful.",2024-01-21 00:30:00
T00962,"Great driver, very professional and courteous.",2024-01-21 01:00:00
T00963,"Smooth ride, arrived on time. Would recommend!",2024-01-21 01:30:00
T00964,"Safe driving, comfortable journey. Thank you!",2024-01-21 02:00:00
T00965,"Great driver, very professional and courteous.",2024-01-21 02:30:00
T00966,"Excellent service, driver was very helpful.",2024-01-21 03:00:00
T00967,"Smooth ride, arrived on time. Would recommend!",2024-01-21 03:30:00
T00968,"Great driver, very professional and courteous.",2024-01-21 04:00:00
T00969,"Safe driving, comfortable journey. Thank you!",2024-01-21 04:30:00
T00970,"Excellent service, driver was very helpful.",2024-01-21 05:00:00
T00971,"Safe driving, comfortable journey. Thank you!",2024-01-21 05:30:00
T00972,"Great driver, very professional and courteous.",2024-01-21 06:00:00
T00973,"Smooth ride, arrived on time. Would recommend!",2024-01-21 06:30:00
T00974,"Great driver, very professional and courteous.",2024-01-21 07:00:00
T00975,"Great driver, very professional and courteous.",2024-01-21 07:30:00
T00976,"Excellent service, driver was very helpful.",2024-01-21 08:00:00
T00977,"Safe driving, comfortable journey. Thank you!",2024-01-21 08:30:00
T00978,"Great driver, very professional and courteous.",2024-01-21 09:00:00
T00979,"Great driver, very professional and courteous.",2024-01-21 09:30:00
T00980,"Smooth ride, arrived on time. Would recommend!",2024-01-21 10:00:00
T00981,"Smooth ride, arrived on time. Would recommend!",2024-01-21 10:30:00
T00982,"Safe driving, comfortable journey. Thank you!",2024-01-21 11:00:00
T00983,"Safe driving, comfortable journey. Thank you!",2024-01-21 11:30:00
T00984,"Excellent service, driver was very helpful.",2024-01-21 12:00:00
T00985,"Safe driving, comfortable journey. Thank you!",2024-01-21 12:30:00
T00986,"Smooth ride, arrived on time. Would recommend!",2024-01-21 13:00:00
T00987,"Safe driving, comfortable journey. Thank you!",2024-01-21 13:30:00
T00988,"Great driver, very professional and courteous.",2024-01-21 14:00:00
T00989,"Safe driving, comfortable journey. Thank you!",2024-01-21 14:30:00
T00990,"Safe driving, comfortable journey. Thank you!",2024-01-21 15:00:00
T00991,"Excellent service, driver was very helpful.",2024-01-21 15:30:00
T00992,"Great driver, very professional and courteous.",2024-01-21 16:00:00
T00993,"Excellent service, driver was very helpful.",2024-01-21 16:30:00
T00994,"Ride was okay, nothing special.",2024-01-21 17:00:00
T00995,"Safe driving, comfortable journey. Thank you!",2024-01-21 17:30:00
T00996,"Safe driving, comfortable journey. Thank you!",2024-01-21 18:00:00
T00997,"Smooth ride, arrived on time. Would recommend!",2024-01-21 18:30:00
T00998,"Excellent service, driver was very helpful.",2024-01-21 19:00:00
T00999,"Great driver, very professional and courteous.",2024-01-21 19:30:00
